gene_name	gene_ID	transcript_ID	alteration	chromosome_37	start_37	end_37	action	link	role_in_cancer
MYCN	ENSG00000134323	ENST00000281043	Amplification	NA	NA	NA	Trial (NUT midline ca)	https://clinicaltrials.gov/ct2/show/NCT01587703	oncogene
MYCN	ENSG00000134323	ENST00000281043	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01587703	oncogene
MYCN	ENSG00000134323	ENST00000281043	Amplification	NA	NA	NA	Trial (medulloblastoma)	https://clinicaltrials.gov/ct2/show/NCT02066220	oncogene
MYCN	ENSG00000134323	ENST00000281043	Amplification	NA	NA	NA	Trial (neuroblastoma)	https://clinicaltrials.gov/ct2/show/NCT00003122	oncogene
MYCN	ENSG00000134323	ENST00000281043	Amplification	NA	NA	NA	Trial (neuroblastoma)	https://clinicaltrials.gov/ct2/show/NCT00030719	oncogene
MYCN	ENSG00000134323	ENST00000281043	Amplification	NA	NA	NA	Trial (neuroblastoma)	https://clinicaltrials.gov/ct2/show/NCT01704716	oncogene
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NBN	ENSG00000104320	ENST00000265433	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Large Deletion	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NF1	ENSG00000196712	ENST00000358273	Loss	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	tumour suppressor
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
NPM1	ENSG00000181163	ENST00000296930	Fusion	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
NRAS	ENSG00000213281	ENST00000369535	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
NRAS	ENSG00000213281	ENST00000369535	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
NRAS	ENSG00000213281	ENST00000369535	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
NRAS	ENSG00000213281	ENST00000369535	Amplification	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
NRAS	ENSG00000213281	ENST00000369535	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
NRAS	ENSG00000213281	ENST00000369535	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	oncogene
NTRK1	ENSG00000198400	ENST00000524377	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02048488	
NTRK1	ENSG00000198400	ENST00000524377	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02048488	
NTRK1	ENSG00000198400	ENST00000524377	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02568267	
NTRK1	ENSG00000198400	ENST00000524377	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02576431	
NTRK1	ENSG00000198400	ENST00000524377	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03182257	
NTRK2	ENSG00000148053	ENST00000376214	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02048488	
NTRK2	ENSG00000148053	ENST00000376214	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02048488	
NTRK2	ENSG00000148053	ENST00000376214	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02568267	
NTRK2	ENSG00000148053	ENST00000376214	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02576431	
NTRK2	ENSG00000148053	ENST00000376214	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03182257	
NTRK3	ENSG00000140538	ENST00000360948	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02048488	oncogene
NTRK3	ENSG00000140538	ENST00000360948	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02048488	oncogene
NTRK3	ENSG00000140538	ENST00000360948	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02568267	oncogene
NTRK3	ENSG00000140538	ENST00000360948	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02576431	oncogene
NTRK3	ENSG00000140538	ENST00000360948	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03182257	oncogene
NUTM1	ENSG00000184507	ENST00000614490	Fusion	NA	NA	NA	Trial (NUT midline ca)	https://clinicaltrials.gov/ct2/show/NCT01587703	oncogene
NUTM1	ENSG00000184507	ENST00000614490	Fusion	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01587703	oncogene
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PALB2	ENSG00000083093	ENST00000261584	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02483858	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PDGFRA	ENSG00000134853	ENST00000257290	Amplification	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02664935	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (RCC)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02338622	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02483858	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (melanoma)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (pancreatic ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CA	ENSG00000121879	ENST00000263967	Amplification	NA	NA	NA	Trial (thyroid ca)	https://clinicaltrials.gov/ct2/show/NCT02583542	oncogene
PIK3CB	ENSG00000051382	ENST00000289153	Amplification	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT01884285	
PIK3CB	ENSG00000051382	ENST00000289153	Amplification	NA	NA	NA	Trial (breast ca)	https://clinicaltrials.gov/ct2/show/NCT01884285	
PIK3CB	ENSG00000051382	ENST00000289153	Amplification	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT01884285	
PIK3CB	ENSG00000051382	ENST00000289153	Amplification	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT01884285	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Large Deletion (Exon -1)	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS1	ENSG00000064933	ENST00000441310	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Large Deletion (Exon -1)	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (NSC lung ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (SCC Lung)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (SCLC)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (anal ca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (cervical ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (cholangioca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02563002	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (colorectal ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (endometrial ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (gallbladder ca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (head neck SCC)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (lung ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (mesot)	https://clinicaltrials.gov/ct2/show/NCT02628067	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (ovarian ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT02797964	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (prostate ca)	https://clinicaltrials.gov/ct2/show/NCT03188965	
PMS2	ENSG00000122512	ENST00000265849	Loss	NA	NA	NA	Trial (salivary ca)	https://clinicaltrials.gov/ct2/show/NCT02628067	
